mode,load,0_vgg11-16,1_alexnet-4,2_efficientnet_b6-2
mps-uncap,1.0,2156.62121846107,1223.6593161335666,45.03496012328238
mig,1.0,1227.5730318140545,2268.1329440066693,114.80116291384742
