mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-32,2_mobilenet_v3_small-8,3_resnet34-32
mps-uncap,1.0,15.413999557495117,15.171527862548828,11.258459091186523,16.315317153930664
