mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-32,2_mobilenet_v3_small-8,3_resnet34-32
mps-uncap,1.0,13.27657699584961,12.274742126464844,8.707761764526367,15.04051685333252
