mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-32,2_mobilenet_v3_small-8,3_resnet34-32
mps-uncap,1.0,15.414237976074219,15.17171859741211,11.258697509765625,16.315317153930664
