mode,load,0_alexnet-8,1_alexnet-8,2_alexnet-8,3_alexnet-8
mig,0.1,2.5911331176757812,2.5746822357177734,2.5615692138671875,4.812955856323242
mig,0.2,2.5482177734375,2.5627613067626953,2.576589584350586,4.770755767822266
mig,0.3,2.5339126586914062,2.5482177734375,2.5603771209716797,4.769086837768555
mig,0.4,2.4671554565429688,2.475738525390625,2.4771690368652344,4.695892333984375
mig,0.5,2.4585723876953125,2.464771270751953,2.481698989868164,4.679441452026367
mig,0.6,2.4633407592773438,2.4759769439697266,2.4864673614501953,4.69970703125
mig,0.7,2.458810806274414,2.469778060913086,2.4750232696533203,4.682302474975586
mig,0.8,2.5360584259033203,2.4824142456054688,2.477407455444336,4.770040512084961
mig,0.9,2.5377273559570312,2.551555633544922,2.5627613067626953,4.773616790771484
mig,1.0,2.551555633544922,2.5517940521240234,2.572298049926758,4.775524139404297
