mode,load,0_alexnet-8,1_alexnet-8,2_alexnet-8,3_alexnet-8
mig,0.1,3.1900405883789062,3.126859664916992,3.1507015228271484,5.378484725952148
mig,0.2,3.0977725982666016,3.1282901763916016,3.135085105895996,5.355358123779297
mig,0.3,2.780437469482422,2.814054489135742,2.776980400085449,5.020380020141602
mig,0.4,2.5529861450195312,2.5713443756103516,2.578258514404297,4.807472229003906
mig,0.5,2.5587081909179688,2.5649070739746094,2.5675296783447266,4.77910041809082
mig,0.6,2.549409866333008,2.5670528411865234,2.5758743286132812,4.7969818115234375
mig,0.7,2.557039260864258,2.5787353515625,2.5763511657714844,4.794120788574219
mig,0.8,2.5742053985595703,2.5877952575683594,2.603292465209961,4.810571670532227
mig,0.9,2.594470977783203,2.6161670684814453,2.63214111328125,4.830360412597656
mig,1.0,2.587556838989258,2.6073455810546875,2.6319026947021484,4.835605621337891
