mode,load,0_alexnet-8,1_alexnet-8,2_alexnet-8,3_alexnet-8
mig,0.1,2.5560855865478516,2.5489330291748047,2.5489330291748047,4.781961441040039
mig,0.2,2.521991729736328,2.5479793548583984,2.544403076171875,4.747629165649414
mig,0.3,2.516508102416992,2.5348663330078125,2.543926239013672,4.753589630126953
mig,0.4,2.4390220642089844,2.4607181549072266,2.463817596435547,4.681587219238281
mig,0.5,2.444744110107422,2.4526119232177734,2.466917037963867,4.665613174438477
mig,0.6,2.436399459838867,2.4552345275878906,2.457141876220703,4.665851593017578
mig,0.7,2.439260482788086,2.4518966674804688,2.4573802947998047,4.657983779907227
mig,0.8,2.4385452270507812,2.456188201904297,2.4650096893310547,4.6672821044921875
mig,0.9,2.4793148040771484,2.4580955505371094,2.4983882904052734,4.671812057495117
mig,1.0,2.472400665283203,2.4776458740234375,2.50244140625,4.696846008300781
