mode,load,0_alexnet-8,1_alexnet-8,2_alexnet-8,3_alexnet-8
mig,0.1,10.101556777954102,10.861635208129883,13.67044448852539,14.320135116577148
mig,0.2,17.536401748657227,14.859914779663086,18.459796905517578,24.959087371826172
mig,0.3,18.697738647460938,17.75217056274414,19.162416458129883,25.79951286315918
mig,0.4,21.57449722290039,39.414167404174805,21.71158790588379,31.13389015197754
mig,0.5,27.033090591430664,24.358749389648438,21.6372013092041,40.03262519836426
mig,0.6,29.607772827148438,35.127878189086914,39.84522819519043,50.130605697631836
mig,0.7,46.45204544067383,47.81961441040039,47.364234924316406,97.11074829101562
mig,0.8,60.94646453857422,73.95434379577637,62.18767166137695,100.3873348236084
mig,0.9,201.10607147216797,287.2285842895508,610.6054782867432,1450.2508640289307
mig,1.0,6062.410593032837,6441.641092300415,6227.120637893677,6895.973920822144
