mode,load,0_alexnet-8,1_alexnet-8,2_alexnet-8,3_alexnet-8
mig,0.1,4.453277587890625,4.458904266357422,4.433043003082275,6.513793468475341
mig,0.2,4.716742038726807,4.6970319747924805,4.7756242752075195,6.885719299316407
mig,0.3,5.071706771850584,5.033445358276368,5.0578689575195295,6.95037841796875
mig,0.4,5.033714771270754,5.032205581665039,5.0680160522460875,6.8015289306640625
mig,0.5,4.98075485229492,4.970445632934567,4.919674396514891,6.766452789306641
mig,0.6,4.852271080017087,4.865388870239258,4.925656318664551,6.657707691192629
mig,0.7,4.196534156799327,4.182202816009523,4.199428558349608,6.318655014038086
mig,0.8,3.227138519287107,3.216986656188962,3.269696235656738,5.394051074981693
mig,0.9,3.1566905975341752,3.173165321350098,3.1881952285766597,5.23223876953125
mig,1.0,3.111944198608399,3.1490325927734375,3.1511735916137704,5.2288055419921875
