mode,load,0_alexnet-8,1_alexnet-8,2_alexnet-8,3_alexnet-8
mig,0.1,0.0286102294921875,0.027894973754882812,0.0286102294921875,0.030994415283203125
mig,0.2,0.028133392333984375,0.028133392333984375,0.028371810913085938,0.027418136596679688
mig,0.3,0.027894973754882812,0.028133392333984375,0.028371810913085938,0.027179718017578125
mig,0.4,0.026464462280273438,0.026702880859375,0.02574920654296875,0.026226043701171875
mig,0.5,0.8749961853027344,0.8966922760009766,0.8580684661865234,1.5211105346679688
mig,0.6,1.886606216430664,1.7631053924560547,1.8000602722167969,3.3309459686279297
mig,0.7,2.73895263671875,3.3326148986816406,3.142833709716797,6.300210952758789
mig,0.8,7.280826568603516,7.7457427978515625,7.120966911315918,12.564659118652344
mig,0.9,51.18215084075928,119.95506286621094,182.24096298217773,550.3623485565186
mig,1.0,3254.074811935425,3439.2608404159546,3248.3839988708496,3556.351661682129
