mode,load,0_efficientnet_b6-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,58.50112438201904,13.852357864379883,11.831045150756836
mps-uncap,0.9,91.87173843383789,14.695405960083008,14.439105987548828
mps-uncap,1.0,95.07870674133301,14.967918395996094,14.916658401489258
mps-uncap,0.5,24.838805198669434,12.832283973693848,4.194021224975586
mps-uncap,0.6,32.00685977935791,13.103961944580078,6.240129470825195
mps-uncap,0.7,39.26098346710205,13.28742504119873,8.715510368347168
mps-uncap,0.1,32.17136859893799,13.495802879333496,3.500699996948242
mps-uncap,0.2,31.908750534057617,13.236761093139648,3.464937210083008
mps-uncap,0.3,28.25331687927246,13.000726699829102,3.400087356567383
mps-uncap,0.4,24.72996711730957,13.015031814575195,3.5201311111450195
