mode,load,0_efficientnet_b6-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,17.498493194580078,11.036396026611328,3.0944347381591797
mps-uncap,0.9,18.859148025512695,11.231660842895508,3.1616687774658203
mps-uncap,1.0,39.0009880065918,12.862443923950195,3.240823745727539
mps-uncap,0.5,17.600536346435547,10.656118392944336,3.0968189239501953
mps-uncap,0.6,17.00425148010254,10.687589645385742,3.0968189239501953
mps-uncap,0.7,17.50469207763672,10.637998580932617,3.105640411376953
mps-uncap,0.1,19.577980041503906,10.946035385131836,3.088235855102539
mps-uncap,0.2,18.3868408203125,10.925769805908203,3.1049251556396484
mps-uncap,0.3,17.304182052612305,10.677814483642578,3.0982494354248047
mps-uncap,0.4,17.856597900390625,10.881900787353516,3.098011016845703
