mode,load,0_efficientnet_b6-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,307.77788162231445,206.56847953796387,213.7892246246338
mps-uncap,0.9,802.5829792022705,959.6002101898193,327.66270637512207
mps-uncap,1.0,1436.0442161560059,6239.574193954468,2761.911630630493
mps-uncap,0.5,96.23217582702637,98.7091064453125,48.40421676635742
mps-uncap,0.6,137.35628128051758,159.10577774047852,46.73409461975098
mps-uncap,0.7,177.4921417236328,145.9829807281494,96.19760513305664
mps-uncap,0.1,23.9565372467041,28.88035774230957,5.195379257202148
mps-uncap,0.2,37.00447082519531,25.890111923217773,13.697147369384766
mps-uncap,0.3,40.192604064941406,31.865835189819336,15.601634979248047
mps-uncap,0.4,36.29875183105469,36.81206703186035,21.784067153930664
