mode,load,0_efficientnet_b6-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,104.52747344970703,21.485328674316406,23.560762405395508
mps-uncap,0.9,109.0841293334961,28.897762298583984,27.037620544433594
mps-uncap,1.0,111.85336112976074,21.34537696838379,21.59881591796875
mps-uncap,0.5,92.28110313415527,27.219057083129883,18.07427406311035
mps-uncap,0.6,93.8272476196289,23.503541946411133,18.361330032348633
mps-uncap,0.7,104.42543029785156,19.32549476623535,19.120216369628906
mps-uncap,0.1,43.9295768737793,24.044275283813477,22.263050079345703
mps-uncap,0.2,52.8261661529541,18.90420913696289,17.32158660888672
mps-uncap,0.3,69.41103935241699,23.516416549682617,23.732900619506836
mps-uncap,0.4,66.8487548828125,20.48778533935547,19.228458404541016
