mode,load,0_densenet169-16,1_densenet169-2,2_vgg11-4
mps-uncap,0.8,486.73222903128396,78.03990677465906,1090.5436285432936
mps-uncap,0.9,551.9689312357127,84.09225662182963,1216.7042449105854
mps-uncap,1.0,555.3395259900367,85.85668182372375,1253.4584687051504
mps-uncap,0.5,287.86255102171333,46.02346209800373,668.1720873754547
mps-uncap,0.6,380.37583318483524,53.4624151881488,811.6798637499163
mps-uncap,0.7,433.5212770920599,66.04020788566716,927.2202501875711
mps-uncap,0.1,55.997775070854296,9.868049343503149,130.71627592987596
mps-uncap,0.2,127.84156487362625,18.376114374119307,269.5958304352385
mps-uncap,0.3,169.7325085654168,28.04518978911034,405.2932155400884
mps-uncap,0.4,247.027097562559,39.01812718279612,535.9310184072348
