mode,load,0_densenet169-16,1_densenet169-2,2_vgg11-4
mps-uncap,0.8,74.34675693511961,96.74735069274904,21.985769271850582
mps-uncap,0.9,1479.5057773590088,695.2525138854984,109.76521968841551
mps-uncap,1.0,4304.190635681153,5350.59814453125,3793.936824798584
mps-uncap,0.5,17.664074897766113,21.268606185913146,3.547096252441408
mps-uncap,0.6,31.754446029663125,31.55903816223145,5.531883239746092
mps-uncap,0.7,55.65440654754639,48.75850677490234,10.358858108520515
mps-uncap,0.1,0.0591278076171875,0.9107351303100906,0.053048133850097656
mps-uncap,0.2,8.59289169311524,13.08584213256836,1.1090755462646495
mps-uncap,0.3,14.02437686920166,15.720319747924805,1.7681121826171875
mps-uncap,0.4,17.23401546478271,18.723392486572276,2.50511169433594
