mode,load,0_densenet169-16,1_densenet169-2,2_vgg11-4
mps-uncap,0.8,16.985416412353516,17.304182052612305,1.9550323486328125
mps-uncap,0.9,16.811847686767578,17.114877700805664,1.9898414611816406
mps-uncap,1.0,18.601417541503906,17.247915267944336,2.153635025024414
mps-uncap,0.5,16.764402389526367,17.28081703186035,1.9464492797851562
mps-uncap,0.6,16.788482666015625,17.138957977294922,1.9333362579345703
mps-uncap,0.7,16.544818878173828,17.086505889892578,1.9655227661132812
mps-uncap,0.1,16.66545867919922,17.177104949951172,1.9955635070800781
mps-uncap,0.2,16.699790954589844,16.9985294342041,1.9450187683105469
mps-uncap,0.3,16.848087310791016,16.894817352294922,1.9512176513671875
mps-uncap,0.4,16.742229461669922,16.9675350189209,1.941680908203125
