mode,load,0_densenet169-16,1_densenet169-2,2_vgg11-4
mps-uncap,0.8,24.42800998687744,20.685672760009766,2.860546112060547
mps-uncap,0.9,28.92923355102539,23.58400821685791,2.9594898223876953
mps-uncap,1.0,28.743982315063477,23.492813110351562,2.9718875885009766
mps-uncap,0.5,18.76199245452881,18.327951431274414,2.3429393768310547
mps-uncap,0.6,19.208431243896484,18.168210983276367,2.4766921997070312
mps-uncap,0.7,21.500349044799805,18.779277801513672,2.735137939453125
mps-uncap,0.1,27.347326278686523,20.590543746948242,2.3440122604370117
mps-uncap,0.2,19.338369369506836,19.248008728027344,2.2928714752197266
mps-uncap,0.3,18.805980682373047,18.58973503112793,2.292513847351074
mps-uncap,0.4,18.8601016998291,18.06330680847168,2.311229705810547
