mode,load,0_mobilenet_v2-32,1_resnet101-32,2_squeezenet1_0-4,3_vgg11-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
