mode,load,0_resnet152-32,1_resnet152-8,2_resnet18-8
mps-uncap,0.6,0.01430511474609375,0.013828277587890625,0.010967254638671875
mig,0.6,0.013828277587890625,0.013113021850585938,0.011444091796875
mps-uncap,0.7,0.01430511474609375,0.013589859008789062,0.011205673217773438
mig,0.7,0.01430511474609375,0.013113021850585938,0.011205673217773438
mps-uncap,0.8,0.013828277587890625,0.0133514404296875,0.011444091796875
mig,0.8,0.013828277587890625,0.013828277587890625,0.011205673217773438
mps-uncap,0.9,0.014543533325195312,0.013828277587890625,0.011920928955078125
mig,0.9,0.014781951904296875,0.012636184692382812,0.011205673217773438
mps-uncap,1.0,0.01430511474609375,0.01621246337890625,0.014066696166992188
mig,1.0,0.015020370483398438,0.01811981201171875,0.012159347534179688
mps-uncap,1.1,0.013589859008789062,0.019311904907226562,0.029087066650390625
mig,1.1,0.01430511474609375,0.014781951904296875,0.013828277587890625
mps-uncap,1.2,0.01430511474609375,0.023365020751953125,0.015497207641601562
mig,1.2,0.015497207641601562,0.015974044799804688,0.012874603271484375
mps-uncap,1.3,0.015020370483398438,0.021219253540039062,0.018596649169921875
mig,1.3,0.025272369384765625,0.022411346435546875,0.014066696166992188
