mode,load,0_resnet152-32,1_resnet152-8,2_resnet18-8
mps-uncap,0.6,80.76438903808597,51.41777992248535,15.363454818725586
mig,0.6,178.71778011322024,89.7820472717285,14.049482345581055
mps-uncap,0.7,85.79161167144778,68.77436637878418,22.086334228515636
mig,0.7,229.42047119140622,108.75339508056649,16.698026657104492
mps-uncap,0.8,108.45160484313965,122.8157281875611,60.67144870758056
mig,0.8,311.76574230194103,145.58708667755127,23.97921085357666
mps-uncap,0.9,130.2109956741333,271.7727184295658,217.7504301071168
mig,0.9,451.1208057403565,249.22251701354983,48.043346405029304
mps-uncap,1.0,181.80708885192865,1885.4481697082522,5790.968179702759
mig,1.0,1330.9892177581787,2197.7546691894536,295.74971199035656
mps-uncap,1.1,260.67066192626953,13901.826095581057,19502.543687820435
mig,1.1,7446.199917793274,7840.202760696412,5481.686115264893
mps-uncap,1.2,343.8072443008424,23059.456348419186,27784.130215644836
mig,1.2,15009.38968658447,13317.381501197813,13239.05100822449
mps-uncap,1.3,421.24323844909674,26713.314294815067,32466.929507255558
mig,1.3,17735.519528388977,16654.27203178406,18437.999701499943
