mode,load,0_resnet152-32,1_resnet152-8,2_resnet18-8
mps-uncap,0.6,27.83823013305664,13.088226318359375,1.9359588623046875
mig,0.6,55.46283721923828,25.500774383544922,4.097223281860352
mps-uncap,0.7,27.231216430664062,13.056755065917969,1.958608627319336
mig,0.7,55.44233322143555,25.540590286254883,4.160165786743164
mps-uncap,0.8,27.723073959350586,13.077020645141602,1.9445419311523438
mig,0.8,55.48095703125,25.493383407592773,4.108190536499023
mps-uncap,0.9,29.15167808532715,13.019561767578125,1.9485950469970703
mig,0.9,55.635929107666016,25.614500045776367,4.186391830444336
mps-uncap,1.0,31.566619873046875,13.415336608886719,1.9736289978027344
mig,1.0,56.40435218811035,25.737285614013672,4.196405410766602
mps-uncap,1.1,38.40303421020508,33.9047908782959,5.453586578369141
mig,1.1,56.180715560913086,25.710582733154297,4.2514801025390625
mps-uncap,1.2,38.44118118286133,19.02151107788086,2.8972625732421875
mig,1.2,56.19072914123535,25.75397491455078,4.263639450073242
mps-uncap,1.3,38.00249099731445,36.13567352294922,5.246400833129883
mig,1.3,56.28538131713867,25.75993537902832,4.24957275390625
