mode,load,0_resnet152-32,1_resnet152-8,2_resnet18-8
mps-uncap,0.6,112.61939048767074,91.81289196014392,28.816854953765887
mig,0.6,251.40305519104032,126.90933227539064,20.25550842285157
mps-uncap,0.7,112.75943279266356,93.67922306060791,52.17724800109863
mig,0.7,346.0498905181888,190.1531314849854,26.88239574432373
mps-uncap,0.8,148.99678230285627,276.3923168182355,278.11683893203735
mig,0.8,434.4892263412477,222.20379114151,35.51699638366694
mps-uncap,0.9,209.07286405563386,410.4266262054443,415.4466319084166
mig,0.9,550.9520888328555,329.0179586410522,98.46216201782153
mps-uncap,1.0,332.59994506835943,2142.6446151733394,6556.165652275086
mig,1.0,1657.8053665161133,2423.05890083313,378.63029003143305
mps-uncap,1.1,458.2889294624327,15782.26773262024,21107.947874069214
mig,1.1,8389.55263376236,8950.62361240387,5937.9125237464905
mps-uncap,1.2,536.9341421127319,25011.73358440399,30193.440477848053
mig,1.2,16437.841291427612,14917.00740814209,14750.47532081604
mps-uncap,1.3,733.1828403472899,30782.623529434204,36505.185182094574
mig,1.3,19746.962804794315,18706.031408309937,20481.04108095169
