mode,load,0_resnet152-32,1_resnet152-8,2_resnet18-8
mps-uncap,0.6,44.5812702178955,33.588972091674805,9.947991371154785
mig,0.6,60.282418727874756,28.203191757202152,6.000518798828125
mps-uncap,0.7,42.52777814865112,38.81005048751831,10.457959175109863
mig,0.7,59.938411712646484,28.162975311279297,5.956139564514159
mps-uncap,0.8,42.61524677276611,39.3980312347412,10.946927070617674
mig,0.8,60.445053577423096,28.151750564575195,5.903406143188475
mps-uncap,0.9,42.26078987121582,39.72034931182861,11.007273197174067
mig,0.9,60.48386335372925,28.326525688171387,5.778362751007075
mps-uncap,1.0,41.605215072631836,39.56010818481445,11.357612609863288
mig,1.0,60.219383239746094,28.06097984313965,5.1138544082641575
mps-uncap,1.1,41.580023765563965,39.91483688354492,11.492300033569336
mig,1.1,60.33853530883789,28.039798736572262,5.105149745941164
mps-uncap,1.2,41.45416259765625,39.90431785583496,11.606903076171875
mig,1.2,60.37395000457764,28.11208724975586,5.133113861083991
mps-uncap,1.3,41.53185844421387,39.91400241851807,11.609349250793457
mig,1.3,60.86454391479492,28.526582717895504,5.6919121742248535
