mode,load,0_resnet152-32,1_resnet152-8,2_resnet18-8
mps-uncap,0.6,36.97323799133301,15.085935592651367,3.3817291259765625
mig,0.6,56.931257247924805,26.173114776611328,4.269838333129883
mps-uncap,0.7,37.38856315612793,15.737175941467285,3.287792205810547
mig,0.7,56.82873725891113,26.090621948242188,4.263162612915039
mps-uncap,0.8,39.08276557922363,17.128705978393555,3.4307241439819336
mig,0.8,56.876182556152344,26.17800235748291,4.291534423828125
mps-uncap,0.9,39.91103172302246,20.74432373046875,3.5201311111450195
mig,0.9,57.27851390838623,26.460647583007812,4.347801208496094
mps-uncap,1.0,40.36998748779297,28.746843338012695,5.219221115112305
mig,1.0,57.74211883544922,26.63564682006836,4.399299621582031
mps-uncap,1.1,40.45224189758301,35.401344299316406,5.520105361938477
mig,1.1,57.69479274749756,26.684045791625977,4.413127899169922
mps-uncap,1.2,40.45844078063965,36.08846664428711,5.590677261352539
mig,1.2,57.692527770996094,26.697635650634766,4.414081573486328
mps-uncap,1.3,40.49515724182129,36.38648986816406,5.670309066772461
mig,1.3,57.73472785949707,26.707172393798828,4.40526008605957
