mode,load,0_resnet152-32,1_resnet152-8,2_resnet18-8
mps-uncap,0.6,40.27485847473145,28.30357551574708,10.10143756866455
mig,0.6,121.57049179077154,63.333892822265604,9.514713287353517
mps-uncap,0.7,47.80216217041016,42.61167049407958,17.018556594848636
mig,0.7,172.27592468261716,82.24163055419923,12.260127067565922
mps-uncap,0.8,69.22364234924316,95.47097682952891,55.400705337524414
mig,0.8,253.25107574462908,118.95406246185303,19.421195983886726
mps-uncap,0.9,90.43586254119873,246.14748954772952,212.86947727203378
mig,0.9,394.1144704818726,222.8177070617676,43.60311031341553
mps-uncap,1.0,140.5683994293213,1861.8453502655032,5786.260032653809
mig,1.0,1273.0887413024902,2171.0883617401128,291.1698102951051
mps-uncap,1.1,220.08094787597653,13877.471923828125,19497.212171554565
mig,1.1,7388.494110107422,7813.37776184082,5477.259278297424
mps-uncap,1.2,303.5145044326783,23022.506833076473,27776.791596412662
mig,1.2,14951.55529975891,13290.656566619871,13234.519529342653
mps-uncap,1.3,380.7735443115235,26677.783584594727,32461.75961494446
mig,1.3,17674.564957618713,16626.436901092533,18433.65979194642
