mode,load,0_resnet152-32,1_resnet152-8,2_resnet18-8
mps-uncap,0.6,154.5119762420653,118.1008625030517,34.73931550979615
mig,0.6,309.13102865219133,153.18105697631836,24.73200798034668
mps-uncap,0.7,151.97589635849,118.98988723754883,57.404947280883775
mig,0.7,404.7766256332402,216.51233673095714,31.256194114685062
mps-uncap,0.8,189.42220211029036,312.86465644836255,283.7886643409729
mig,0.8,491.76584482193016,249.29147958755493,39.959843158721874
mps-uncap,0.9,248.42500686645522,436.9098234176635,419.6571803092956
mig,0.9,608.3163070678713,355.7364392280578,102.72365808486838
mps-uncap,1.0,373.41592788696295,2163.911590576172,6562.037019729616
mig,1.0,1715.5777835845947,2449.7340869903564,383.0211925506591
mps-uncap,1.1,499.4393587112424,15797.917075157166,21111.197137832645
mig,1.1,8447.17399120331,8977.32988357544,5942.317914962769
mps-uncap,1.2,577.3348855972291,25039.834702014923,30198.36660385132
mig,1.2,16495.594758987427,14943.574798107147,14754.865756034851
mps-uncap,1.3,773.2217693328857,30819.649925231934,36510.764570236206
mig,1.3,19805.158576965332,18732.471704483032,20485.462062358856
