mode,load,0_densenet169-16,1_densenet169-16
mig,0.1,0.019788742065429688,0.014543533325195312
mig,0.2,0.01621246337890625,0.0133514404296875
mig,0.3,0.012874603271484375,0.012874603271484375
mig,0.4,0.010967254638671875,0.01239776611328125
mig,0.5,0.01239776611328125,0.011920928955078125
mig,0.6,0.01239776611328125,0.013828277587890625
mig,0.7,0.012159347534179688,0.012874603271484375
mig,0.8,0.01239776611328125,0.012636184692382812
mig,0.9,0.011920928955078125,0.01621246337890625
mig,1.0,0.012874603271484375,0.013828277587890625
