mode,load,0_densenet169-16,1_densenet169-16
mig,0.1,17.568349838256836,20.749568939208984
mig,0.2,17.558813095092773,20.750761032104492
mig,0.3,17.525196075439453,20.760059356689453
mig,0.4,17.540693283081055,20.74432373046875
mig,0.5,17.520904541015625,20.75362205505371
mig,0.6,17.549991607666016,20.762205123901367
mig,0.7,17.545223236083984,20.763635635375977
mig,0.8,17.53687858581543,20.744800567626953
mig,0.9,17.528295516967773,20.75791358947754
mig,1.0,17.559051513671875,20.737648010253906
