mode,load,0_densenet169-16,1_densenet169-16
mig,0.1,0.05996227264404297,0.06222724914550781
mig,0.2,0.0591278076171875,0.06186962127685547
mig,0.3,0.057220458984375,0.05984306335449219
mig,0.4,0.05030632019042969,0.061511993408203125
mig,0.5,0.05841255187988281,6.401538848876953
mig,0.6,0.23734569549560547,14.994144439697266
mig,0.7,5.78618049621582,22.722721099853516
mig,0.8,13.89467716217041,87.2645378112793
mig,0.9,19.961833953857422,1112.871766090393
mig,1.0,48.60842227935791,4412.280797958374
