mode,load,0_mobilenet_v3_small-2,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,25.844950675964334,42.18988418579102,27.915656566619834
mps-uncap,0.9,59.2142033576965,71.17176055908203,64.91600036621081
mps-uncap,1.0,1418.4426069259644,286.6449046134947,207.7159309387207
mps-uncap,0.5,12.40868568420409,10.275540351867654,10.399498939514165
mps-uncap,0.6,14.03738975524902,16.831169128417994,12.083213329315198
mps-uncap,0.7,18.240940570831288,24.388456344604446,17.417745590209943
mps-uncap,0.1,5.247650146484373,2.283608913421629,3.0193686485290523
mps-uncap,0.2,6.333851814270033,5.994815826416015,4.349741935729974
mps-uncap,0.3,9.774818420410153,6.464185714721676,5.631351470947267
mps-uncap,0.4,10.357604026794425,7.446076869964595,7.262854576110834
