mode,load,0_mobilenet_v3_small-2,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,2.2704601287841797,4.127025604248047,3.1633377075195312
mps-uncap,0.9,2.3221969604492188,4.135608673095703,3.1630992889404297
mps-uncap,1.0,2.2912025451660156,4.1675567626953125,3.1898021697998047
mps-uncap,0.5,2.349853515625,4.117488861083984,3.145933151245117
mps-uncap,0.6,2.2749900817871094,4.122018814086914,3.1554698944091797
mps-uncap,0.7,2.265453338623047,4.122734069824219,3.1571388244628906
mps-uncap,0.1,2.3441314697265625,4.120349884033203,3.1621456146240234
mps-uncap,0.2,2.321481704711914,4.123687744140625,3.156900405883789
mps-uncap,0.3,2.3698806762695312,4.126787185668945,3.142118453979492
mps-uncap,0.4,2.284526824951172,4.117250442504883,3.156423568725586
