mode,load,0_mobilenet_v3_small-2,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,2.290487289428711,4.149198532104492,3.178119659423828
mps-uncap,0.9,2.3746490478515625,4.14729118347168,3.1752586364746094
mps-uncap,1.0,2.3539066314697266,4.187107086181641,3.223896026611328
mps-uncap,0.5,2.360820770263672,4.129171371459961,3.1588077545166016
mps-uncap,0.6,2.330780029296875,4.142284393310547,3.175973892211914
mps-uncap,0.7,2.326488494873047,4.143714904785156,3.1766891479492188
mps-uncap,0.1,2.427816390991211,4.155635833740234,3.1728744506835938
mps-uncap,0.2,2.3610591888427734,4.143238067626953,3.169536590576172
mps-uncap,0.3,2.4034976959228516,4.147529602050781,3.1642913818359375
mps-uncap,0.4,2.3272037506103516,4.127740859985352,3.1690597534179688
