mode,load,0_mobilenet_v3_small-2,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,4.597902297973633,7.369279861450195,4.116296768188477
mps-uncap,0.9,5.540728569030762,8.687973022460938,4.471540451049805
mps-uncap,1.0,8.288860321044922,9.277820587158203,4.586219787597656
mps-uncap,0.5,5.767822265625,4.628658294677734,3.2906532287597656
mps-uncap,0.6,5.400896072387695,5.794525146484375,3.321528434753418
mps-uncap,0.7,4.826188087463379,6.80994987487793,3.573179244995117
mps-uncap,0.1,6.070137023925781,4.21595573425293,3.284454345703125
mps-uncap,0.2,6.035089492797852,4.223823547363281,3.2520294189453125
mps-uncap,0.3,5.930662155151367,4.2400360107421875,3.2453536987304688
mps-uncap,0.4,5.735635757446289,4.250049591064453,3.2913684844970703
