mode,load,0_mobilenet_v3_small-2,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,7.51185417175293,9.071588516235352,5.237269401550292
mps-uncap,0.9,8.12690258026123,9.363651275634766,5.247831344604492
mps-uncap,1.0,9.368419647216797,9.444713592529297,4.914283752441406
mps-uncap,0.5,6.915092468261719,8.16967487335205,4.97264862060547
mps-uncap,0.6,7.021856307983398,8.55412483215332,5.071067810058595
mps-uncap,0.7,7.23421573638916,8.812522888183594,5.117702484130859
mps-uncap,0.1,6.5704345703125,5.437374114990234,3.372073173522949
mps-uncap,0.2,6.616353988647462,6.759786605834961,3.9280176162719727
mps-uncap,0.3,6.720733642578125,6.964015960693359,4.498481750488281
mps-uncap,0.4,6.64830207824707,7.788109779357909,4.834842681884766
