mode,load,0_mobilenet_v3_small-2,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,209.7702160405265,2708.022519836559,1278.154704435365
mps-uncap,0.9,235.251262397078,3016.3802956653612,1476.4090853326506
mps-uncap,1.0,267.210846120454,3457.7338394715366,1619.248210781738
mps-uncap,0.5,130.70746400116755,1670.9579930452226,821.4480134776345
mps-uncap,0.6,158.44476514534168,2018.6952333898025,987.3167508097281
mps-uncap,0.7,187.89431782994168,2319.9079020427666,1156.6051588337148
mps-uncap,0.1,26.890033373768954,308.33513590336617,163.27404831237718
mps-uncap,0.2,53.2171704052138,662.0608832800731,324.4438753791597
mps-uncap,0.3,78.03336612502457,1007.4308581015529,501.5740843532918
mps-uncap,0.4,103.79940695931778,1327.1938170065962,661.1801451494392
