mode,load,0_alexnet-4,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-4
mps-uncap,1.0,0.005245208740234375,0.0007152557373046875,0.000476837158203125,0.008106231689453125
