mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,13.404130935668945,7.507085800170898,23.228168487548828
mps-uncap,0.9,13.958215713500977,7.253885269165039,21.75617218017578
mps-uncap,1.0,16.303062438964844,8.696794509887695,401.9467830657959
mps-uncap,0.5,16.091346740722656,8.633613586425781,20.714521408081055
mps-uncap,0.6,14.983892440795898,8.170604705810547,20.89858055114746
mps-uncap,0.7,13.275146484375,7.484674453735352,21.837949752807617
mps-uncap,0.1,14.380693435668945,10.746240615844727,20.547866821289062
mps-uncap,0.2,16.856670379638672,9.102344512939453,19.202232360839844
mps-uncap,0.3,15.561819076538086,10.766267776489258,19.893646240234375
mps-uncap,0.4,14.804601669311523,10.637998580932617,20.296573638916016
