mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,57.474374771118164,82.26799964904785,190.9468173980713
mps-uncap,0.9,162.9502773284912,91.20512008666992,262.4492645263672
mps-uncap,1.0,543.7328815460205,321.95377349853516,1017.5447463989258
mps-uncap,0.5,45.19033432006836,27.776718139648438,74.97859001159668
mps-uncap,0.6,51.56087875366211,33.1113338470459,90.36684036254883
mps-uncap,0.7,80.9173583984375,54.80384826660156,134.50264930725098
mps-uncap,0.1,28.792619705200195,16.191959381103516,32.2420597076416
mps-uncap,0.2,35.46023368835449,30.761241912841797,46.213388442993164
mps-uncap,0.3,42.014122009277344,31.879186630249023,59.93986129760742
mps-uncap,0.4,48.04873466491699,38.30313682556152,67.55471229553223
