mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,11.82699203491211,6.956815719604492,33.22625160217285
mps-uncap,0.9,22.379517555236816,9.69243049621582,43.825626373291016
mps-uncap,1.0,114.3643856048584,90.04640579223633,324.6166706085205
mps-uncap,0.5,11.228799819946289,6.081223487854004,17.64535903930664
mps-uncap,0.6,10.924577713012695,5.374550819396973,18.912315368652344
mps-uncap,0.7,10.842680931091309,5.683183670043945,24.194002151489258
mps-uncap,0.1,12.424707412719727,7.464170455932617,17.8530216217041
mps-uncap,0.2,12.233853340148926,7.292747497558594,17.218708992004395
mps-uncap,0.3,12.601137161254883,7.405638694763184,17.354130744934082
mps-uncap,0.4,12.04538345336914,6.914854049682617,16.773581504821777
