mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,36.08078956604003,42.70433902740478,127.1358871459963
mps-uncap,0.9,113.65564584732057,56.932783126831076,199.88101482391335
mps-uncap,1.0,469.53487396240234,276.7552185058593,844.736170768738
mps-uncap,0.5,22.816257476806662,14.919612407684323,39.20888900756836
mps-uncap,0.6,26.536226272583008,15.907850265502908,51.00003480911249
mps-uncap,0.7,39.572954177856445,26.06402397155759,86.4491987228393
mps-uncap,0.1,12.021934986114498,7.153873443603513,12.85360336303715
mps-uncap,0.2,14.34708595275877,12.653245925903336,18.879776000976555
mps-uncap,0.3,19.543159008025956,16.20522499084471,26.084785461425806
mps-uncap,0.4,24.180798530578613,16.0769271850586,25.00792741775512
