mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,29.08611297607422,20.01104354858399,81.13708496093751
mps-uncap,0.9,73.52371215820312,29.706478118896484,110.29329299926758
mps-uncap,1.0,362.6265525817871,199.11928176879886,639.6929025650024
mps-uncap,0.5,20.243310928344727,12.025141716003422,33.67137908935547
mps-uncap,0.6,21.749496459960938,11.52768135070801,39.89887237548828
mps-uncap,0.7,23.808717727661133,14.051532745361328,57.25898742675784
mps-uncap,0.1,13.057732582092285,9.789037704467768,18.550395965576172
mps-uncap,0.2,16.276168823242195,12.33215332031251,23.111939430236816
mps-uncap,0.3,20.295357704162598,13.547635078430176,26.36590003967285
mps-uncap,0.4,21.134662628173828,13.283872604370117,28.034090995788574
