mode,load,0_densenet161-4,1_resnet101-16,2_resnet50-16
mps-uncap,0.8,0.011920928955078125,0.011205673217773438,0.009298324584960938
mps-uncap,0.9,0.012636184692382812,0.011682510375976562,0.010013580322265625
mps-uncap,1.0,0.01430511474609375,0.012159347534179688,0.011682510375976562
mps-uncap,0.5,0.01239776611328125,0.011682510375976562,0.010967254638671875
mps-uncap,0.6,0.011444091796875,0.011682510375976562,0.009775161743164062
mps-uncap,0.7,0.011920928955078125,0.011682510375976562,0.010251998901367188
mps-uncap,0.1,0.024557113647460938,0.013828277587890625,0.020503997802734375
mps-uncap,0.2,0.013828277587890625,0.025272369384765625,0.012159347534179688
mps-uncap,0.3,0.013828277587890625,0.0133514404296875,0.011920928955078125
mps-uncap,0.4,0.014543533325195312,0.01239776611328125,0.011205673217773438
