mode,load,0_densenet161-4,1_resnet101-16,2_resnet50-16
mps-uncap,0.8,9.6435546875,10.02645492553711,6.403207778930664
mps-uncap,0.9,9.543180465698242,10.113000869750977,6.434202194213867
mps-uncap,1.0,10.096549987792969,10.204792022705078,6.491899490356445
mps-uncap,0.5,9.50932502746582,10.020971298217773,6.380558013916016
mps-uncap,0.6,9.474515914916992,10.081768035888672,6.378889083862305
mps-uncap,0.7,9.69696044921875,10.081291198730469,6.378650665283203
mps-uncap,0.1,10.500431060791016,10.08915901184082,6.412506103515625
mps-uncap,0.2,9.801387786865234,10.07223129272461,6.386995315551758
mps-uncap,0.3,9.646177291870117,10.100364685058594,6.386280059814453
mps-uncap,0.4,9.645938873291016,10.073184967041016,6.386756896972656
