mode,load,0_densenet201-16,1_squeezenet1_1-4,2_vgg13-32
mps-uncap,0.8,51.6514778137207,5.133152008056641,15.785694122314453
mps-uncap,0.9,74.99313354492188,7.228970527648926,16.265392303466797
mps-uncap,1.0,119.06766891479492,10.911226272583008,16.895055770874023
mps-uncap,0.5,29.051899909973145,2.515077590942383,14.888763427734375
mps-uncap,0.6,29.589176177978516,2.6193857192993164,15.108823776245117
mps-uncap,0.7,41.547298431396484,3.258228302001953,15.333294868469238
mps-uncap,0.1,30.27939796447754,2.8533935546875,14.568924903869629
mps-uncap,0.2,28.93805503845215,2.707242965698242,14.574646949768066
mps-uncap,0.3,25.260567665100098,2.642512321472168,14.647364616394043
mps-uncap,0.4,25.15113353729248,2.6373863220214844,14.77968692779541
