mode,load,0_densenet201-16,1_squeezenet1_1-4,2_vgg13-32
mps-uncap,0.8,102.08437154172088,286.02751750762224,1453.938990547725
mps-uncap,0.9,126.55455409647865,334.6104762185991,1608.6855124572112
mps-uncap,1.0,128.0798833182754,361.2128093960312,1871.8532151092354
mps-uncap,0.5,69.52158266467455,177.89706078167643,936.4575797195641
mps-uncap,0.6,77.44413978643527,215.86371534267164,1136.6761542463391
mps-uncap,0.7,89.19312051378459,248.4718998625229,1280.9982506785682
mps-uncap,0.1,12.750810152171871,37.894845196421315,197.27221535361392
mps-uncap,0.2,23.02830040014801,73.37455028654985,389.4850106913017
mps-uncap,0.3,45.09386692478657,115.83518062134922,551.9325457548576
mps-uncap,0.4,56.43828280188758,144.56282300578383,748.1033619936838
