mode,load,0_densenet201-16,1_squeezenet1_1-4,2_vgg13-32
mps-uncap,0.8,337.22991943359375,68.71074438095107,167.67601966857922
mps-uncap,0.9,547.8380513191223,173.57103824615467,235.74176788330067
mps-uncap,1.0,3221.4131546020503,768.8198566436768,1011.4649009704591
mps-uncap,0.5,111.67085170745847,21.392679214477496,55.60573577880859
mps-uncap,0.6,181.87338829040527,33.353433609008796,74.86010313034052
mps-uncap,0.7,233.33109378814703,37.66537666320801,101.19757890701294
mps-uncap,0.1,40.871453285217285,12.914659976959227,28.38830709457398
mps-uncap,0.2,62.65697956085213,13.75513792037964,32.18987226486203
mps-uncap,0.3,68.15550088882448,15.738739967346195,39.4710326194763
mps-uncap,0.4,93.81632804870597,20.16987800598145,48.63816022872925
