mode,load,0_mobilenet_v3_large-32,1_squeezenet1_1-2,2_vgg13-16
mps-uncap,0.8,0.011205673217773438,0.0095367431640625,0.01049041748046875
mps-uncap,0.9,0.009298324584960938,0.009775161743164062,0.01049041748046875
mps-uncap,1.0,0.012874603271484375,0.010013580322265625,0.010251998901367188
mps-uncap,0.5,0.011682510375976562,0.010967254638671875,0.011205673217773438
mps-uncap,0.6,0.01049041748046875,0.009298324584960938,0.0095367431640625
mps-uncap,0.7,0.009775161743164062,0.010728836059570312,0.009775161743164062
mps-uncap,0.1,0.015974044799804688,0.010728836059570312,0.013589859008789062
mps-uncap,0.2,0.013589859008789062,0.010728836059570312,0.009775161743164062
mps-uncap,0.3,0.011205673217773438,0.008106231689453125,0.009298324584960938
mps-uncap,0.4,0.011682510375976562,0.010013580322265625,0.010967254638671875
