mode,load,0_mobilenet_v3_large-32,1_squeezenet1_1-2,2_vgg13-16
mps-uncap,0.8,4.843950271606445,0.949859619140625,7.7972412109375
mps-uncap,0.9,4.846096038818359,0.9152889251708984,7.809162139892578
mps-uncap,1.0,4.852056503295898,0.9510517120361328,7.860660552978516
mps-uncap,0.5,4.813909530639648,0.9405612945556641,7.767677307128906
mps-uncap,0.6,4.832267761230469,0.9808540344238281,7.770776748657227
mps-uncap,0.7,4.829883575439453,0.9310245513916016,7.767200469970703
mps-uncap,0.1,4.845857620239258,0.9796619415283203,7.769584655761719
mps-uncap,0.2,4.832744598388672,0.9660720825195312,7.7610015869140625
mps-uncap,0.3,4.818916320800781,0.9639263153076172,7.7381134033203125
mps-uncap,0.4,4.830837249755859,0.9517669677734375,7.737159729003906
