mode,load,0_mobilenet_v3_large-32,1_squeezenet1_1-2,2_vgg13-16
mps-uncap,0.8,22.812843322753906,10.956764221191406,11.934995651245117
mps-uncap,0.9,21.248579025268555,13.321876525878906,11.698484420776367
mps-uncap,1.0,22.345304489135742,11.348247528076172,11.829137802124023
mps-uncap,0.5,20.14446258544922,10.706424713134766,11.445760726928711
mps-uncap,0.6,20.607948303222656,10.826826095581055,11.120796203613281
mps-uncap,0.7,21.911144256591797,10.888338088989258,12.857675552368164
mps-uncap,0.1,17.938613891601562,8.408308029174805,10.409355163574219
mps-uncap,0.2,18.225908279418945,10.160446166992188,10.262489318847656
mps-uncap,0.3,18.733739852905273,10.67042350769043,10.64157485961914
mps-uncap,0.4,19.58608627319336,10.190010070800781,10.979413986206055
