mode,load,0_mobilenet_v3_large-32,1_squeezenet1_1-2,2_vgg13-16
mps-uncap,0.8,19.858694076538086,8.597803115844727,10.393953323364258
mps-uncap,0.9,19.81070041656494,10.008096694946289,10.497093200683594
mps-uncap,1.0,20.59340476989746,10.163569450378418,11.05642318725586
mps-uncap,0.5,16.819310188293457,6.971335411071777,9.686613082885742
mps-uncap,0.6,18.695712089538578,7.358312606811523,9.906768798828125
mps-uncap,0.7,19.239640235900882,8.002758026123047,10.057973861694336
mps-uncap,0.1,8.654999732971191,3.043222427368164,8.013200759887695
mps-uncap,0.2,11.973023414611816,4.976391792297363,8.572435379028322
mps-uncap,0.3,12.366104125976564,5.749750137329106,9.212255477905273
mps-uncap,0.4,15.742301940917969,6.4487457275390625,9.516763687133789
