mode,load,0_mobilenet_v3_large-32,1_squeezenet1_1-2,2_vgg13-16
mps-uncap,0.8,4.857778549194336,0.9853839874267578,7.826089859008789
mps-uncap,0.9,4.873752593994141,0.9541511535644531,7.824420928955078
mps-uncap,1.0,4.925966262817383,1.0023117065429688,7.8830718994140625
mps-uncap,0.5,4.840373992919922,0.9844303131103516,7.802724838256836
mps-uncap,0.6,4.873514175415039,1.0004043579101562,7.784128189086914
mps-uncap,0.7,4.843473434448242,0.9694099426269531,7.790327072143555
mps-uncap,0.1,4.862546920776367,0.9913444519042969,7.805109024047852
mps-uncap,0.2,4.850625991821289,0.9927749633789062,7.777690887451172
mps-uncap,0.3,4.832267761230469,0.9942054748535156,7.764339447021484
mps-uncap,0.4,4.854679107666016,0.9877681732177734,7.756710052490234
