mode,load,0_mobilenet_v3_large-32,1_squeezenet1_1-2,2_vgg13-16
mps-uncap,0.8,45.33133506774904,15.36312103271485,45.16859054565429
mps-uncap,0.9,102.55398750305174,34.5019817352295,90.72566032409668
mps-uncap,1.0,1331.2199592590332,59.287977218627915,826.9839763641357
mps-uncap,0.5,18.30618381500244,8.295750617980957,17.61765480041504
mps-uncap,0.6,25.558233261108406,9.357833862304688,25.069284439086918
mps-uncap,0.7,32.61311054229739,11.518073081970217,29.819941520690918
mps-uncap,0.1,11.32769584655762,3.154778480529785,9.48910713195801
mps-uncap,0.2,12.344717979431154,5.254626274108887,12.34283447265625
mps-uncap,0.3,14.75811004638673,6.207275390625001,14.307975769042969
mps-uncap,0.4,17.93491840362549,6.899833679199219,15.653443336486813
