mode,load,0_mobilenet_v3_large-32,1_squeezenet1_1-2,2_vgg13-16
mps-uncap,0.8,83.26453208923338,29.510755538940398,81.53102397918693
mps-uncap,0.9,334.61269855499256,65.6305980682373,155.75976371765134
mps-uncap,1.0,1693.3462619781492,99.23038482666017,947.807638645172
mps-uncap,0.5,33.87256383895875,14.537091255187995,30.033743381500223
mps-uncap,0.6,56.54380559921275,17.855291366577152,46.906929016113274
mps-uncap,0.7,62.061312198638895,21.907474994659427,51.936447620391846
mps-uncap,0.1,15.192348957061762,7.118456363677977,15.370035171508789
mps-uncap,0.2,17.992913722991943,8.962690830230713,18.670167922973647
mps-uncap,0.3,23.713428974151608,9.909424781799316,25.845003128051754
mps-uncap,0.4,25.211989879608154,11.518669128417967,24.70701217651366
