mode,load,0_mobilenet_v3_large-32,1_squeezenet1_1-2,2_vgg13-16
mps-uncap,0.8,17.913460731506348,6.30950927734375,16.026973724365234
mps-uncap,0.9,29.031038284301758,9.875297546386719,26.546001434326172
mps-uncap,1.0,699.0261077880859,20.841479301452637,568.0979490280151
mps-uncap,0.5,9.538054466247559,2.954244613647461,9.070634841918945
mps-uncap,0.6,12.085318565368652,3.9980411529541016,10.348081588745117
mps-uncap,0.7,14.588594436645508,4.775643348693848,12.580275535583496
mps-uncap,0.1,7.668733596801758,2.7393102645874023,7.9326629638671875
mps-uncap,0.2,7.5157880783081055,2.6890039443969727,7.942914962768555
mps-uncap,0.3,7.7162981033325195,2.725839614868164,7.997035980224609
mps-uncap,0.4,8.07654857635498,2.7866363525390625,8.121490478515625
