mode,load,0_mobilenet_v3_large-32,1_squeezenet1_1-2,2_vgg13-16
mps-uncap,0.8,13.71312141418457,4.574060440063477,9.063959121704102
mps-uncap,0.9,18.410205841064453,6.787776947021484,9.324312210083008
mps-uncap,1.0,20.104646682739258,7.779121398925781,9.856224060058594
mps-uncap,0.5,7.470369338989258,2.5377273559570312,8.03840160369873
mps-uncap,0.6,9.089946746826172,2.8388500213623047,8.231163024902344
mps-uncap,0.7,11.211156845092773,3.3299922943115234,8.397340774536133
mps-uncap,0.1,7.567763328552246,2.6727914810180664,7.866144180297852
mps-uncap,0.2,7.407069206237793,2.601742744445801,7.867097854614258
mps-uncap,0.3,7.396340370178223,2.6099681854248047,7.853269577026367
mps-uncap,0.4,7.437944412231445,2.603769302368164,7.900595664978027
