mode,load,0_mobilenet_v3_large-32,1_squeezenet1_1-2,2_vgg13-16
mps-uncap,0.8,63.749802112579346,22.56073951721185,70.96705436706476
mps-uncap,0.9,314.9209833145141,57.78239727020262,146.24756813049305
mps-uncap,1.0,1674.4809865951538,91.66222095489522,938.2354092597961
mps-uncap,0.5,19.690563678741455,8.68127346038819,21.27724409103393
mps-uncap,0.6,41.8524694442749,11.822757720947301,37.20572471618652
mps-uncap,0.7,48.581650257110574,15.745077133178743,43.53873252868652
mps-uncap,0.1,6.625502109527581,1.9852852821350035,7.330799102783197
mps-uncap,0.2,9.753944873809814,3.2143592834472656,10.66967010498048
mps-uncap,0.3,13.428478240966784,4.601249694824219,17.806625366210934
mps-uncap,0.4,14.816880226135254,6.324577331542948,16.476507186889588
