mode,load,0_alexnet-8,1_densenet121-4,2_vgg13-8
mps-uncap,0.8,1.1234283447265625,11.774301528930664,4.906415939331055
mps-uncap,0.9,1.1425018310546875,12.211799621582031,4.9152374267578125
mps-uncap,1.0,1.2764930725097656,14.956474304199219,5.4531097412109375
mps-uncap,0.5,1.108407974243164,11.889457702636719,4.875898361206055
mps-uncap,0.6,1.1513233184814453,11.811494827270508,4.873991012573242
mps-uncap,0.7,1.1227130889892578,11.839866638183594,4.859685897827148
mps-uncap,0.1,1.6541481018066406,12.81595230102539,5.397558212280273
mps-uncap,0.2,1.2791156768798828,12.603521347045898,4.896640777587891
mps-uncap,0.3,1.1484622955322266,11.751651763916016,4.8618316650390625
mps-uncap,0.4,1.1138916015625,11.847496032714844,4.85682487487793
