mode,load,0_alexnet-8,1_densenet121-4,2_vgg13-8
mps-uncap,0.8,2.6388168334960938,26.301264762878418,6.283998489379883
mps-uncap,0.9,2.871990203857422,32.29975700378418,6.47580623626709
mps-uncap,1.0,3.2532215118408203,33.670663833618164,6.652116775512695
mps-uncap,0.5,1.7676353454589844,15.42353630065918,5.933642387390137
mps-uncap,0.6,2.6378631591796875,14.992952346801758,6.329655647277832
mps-uncap,0.7,2.3697614669799805,18.60189437866211,6.077289581298828
mps-uncap,0.1,1.6982555389404297,24.303674697875977,5.538821220397949
mps-uncap,0.2,1.6829967498779297,21.48723602294922,5.501031875610352
mps-uncap,0.3,1.6827583312988281,20.809650421142578,5.69462776184082
mps-uncap,0.4,1.7027854919433594,16.440391540527344,5.878567695617676
