mode,load,0_alexnet-8,1_densenet121-4,2_vgg13-8
mps-uncap,0.8,6.101846694946289,37.636518478393555,8.950948715209961
mps-uncap,0.9,7.01904296875,37.89496421813965,9.339570999145508
mps-uncap,1.0,5.229949951171875,39.10231590270996,7.934093475341797
mps-uncap,0.5,5.719900131225586,32.17434883117676,8.640289306640625
mps-uncap,0.6,6.504058837890625,29.132843017578125,8.63337516784668
mps-uncap,0.7,6.024360656738281,36.90171241760254,9.067535400390625
mps-uncap,0.1,6.923198699951172,29.355764389038086,10.581493377685547
mps-uncap,0.2,7.671356201171875,31.425952911376953,10.258913040161133
mps-uncap,0.3,6.462574005126953,29.067277908325195,10.710477828979492
mps-uncap,0.4,9.449243545532227,29.63113784790039,12.174129486083984
