mode,load,0_alexnet-8,1_densenet121-4,2_vgg13-8
mps-uncap,0.8,17.363977432250977,101.49183273315433,49.37686920166017
mps-uncap,0.9,95.85525989532475,308.5143566131592,129.3508291244507
mps-uncap,1.0,5326.500129699707,5288.674831390381,5917.892122268677
mps-uncap,0.5,5.312752723693847,30.152249336242676,14.04683589935303
mps-uncap,0.6,8.62865447998047,29.21748161315918,21.459364891052246
mps-uncap,0.7,9.895801544189457,48.87332916259767,25.93536376953125
mps-uncap,0.1,3.027582168579102,28.020381927490234,7.9193115234375
mps-uncap,0.2,3.250598907470703,28.50456237792969,8.940649032592775
mps-uncap,0.3,3.9707660675048824,27.691364288330078,10.408258438110353
mps-uncap,0.4,4.654145240783691,27.354645729064938,12.619781494140625
