mode,load,0_alexnet-8,1_densenet121-4,2_vgg13-8
mps-uncap,0.8,2081.8877175874536,102.21605522132882,1062.0330911288459
mps-uncap,0.9,2321.3444470004056,113.59574772742616,1159.7175995708462
mps-uncap,1.0,2396.682613406827,118.76539595048206,1194.1843682996048
mps-uncap,0.5,1305.485473339398,62.85589559091916,655.5360612596297
mps-uncap,0.6,1578.45743041826,74.1422865866577,786.1777256516584
mps-uncap,0.7,1829.5290315197612,93.34687708638135,924.6498036397539
mps-uncap,0.1,267.39084163999354,13.46651270906922,132.17240410395925
mps-uncap,0.2,518.3163662004347,24.347090195525773,260.2637694215582
mps-uncap,0.3,777.8852472279506,37.0262654785001,390.57416217951453
mps-uncap,0.4,1036.6201076889845,48.99573924002228,536.6769307243425
