mode,load,0_alexnet-8,1_densenet121-4,2_vgg13-8
mps-uncap,0.8,0.009298324584960938,0.010251998901367188,0.010967254638671875
mps-uncap,0.9,0.0095367431640625,0.01239776611328125,0.010967254638671875
mps-uncap,1.0,0.010967254638671875,0.013828277587890625,0.011920928955078125
mps-uncap,0.5,0.009059906005859375,0.011920928955078125,0.011444091796875
mps-uncap,0.6,0.008821487426757812,0.012159347534179688,0.009298324584960938
mps-uncap,0.7,0.008821487426757812,0.011920928955078125,0.009059906005859375
mps-uncap,0.1,0.0133514404296875,0.01621246337890625,0.013828277587890625
mps-uncap,0.2,0.011682510375976562,0.018358230590820312,0.0133514404296875
mps-uncap,0.3,0.011205673217773438,0.013113021850585938,0.010967254638671875
mps-uncap,0.4,0.010728836059570312,0.013113021850585938,0.010013580322265625
