mode,load,0_alexnet-8,1_densenet121-4,2_vgg13-8
mps-uncap,0.8,35.67474365234372,148.4148454666136,93.39102983474707
mps-uncap,0.9,148.08827161788938,695.4931020736694,160.30867099761952
mps-uncap,1.0,5861.88591003418,6091.172742843628,6463.234395980835
mps-uncap,0.5,6.823279857635502,26.616814136505116,18.321425914764415
mps-uncap,0.6,13.424541950225827,32.03312158584605,35.729997158050544
mps-uncap,0.7,15.336499214172363,81.42462015151978,40.81046104431151
mps-uncap,0.1,1.8789482116699232,19.957780838012695,5.718793869018556
mps-uncap,0.2,2.5874614715576163,28.037860393524266,8.094410896301266
mps-uncap,0.3,3.761444091796868,25.917649269104004,10.342159271240233
mps-uncap,0.4,5.306224822998057,25.854804515838616,14.742627143859858
